id,genus
4551,0.5
3761,0.5
588,0.5
2531,0.5
133,0.5
1511,0.5
4711,0.5
77,0.5
636,0.5
1168,0.5
2827,0.5
297,0.5
1575,0.5
3022,0.5
2150,0.5
3736,0.5
244,0.5
2008,0.5
3635,0.5
711,0.5
2615,0.5
361,0.5
2745,0.5
2179,0.5
4043,0.5
4613,0.5
2644,0.5
4644,0.5
2935,0.5
4166,0.5
16,0.5
2374,0.5
4455,0.5
1972,0.5
3729,0.5
4296,0.5
3500,0.5
4956,0.5
266,0.5
1238,0.5
2728,0.5
1031,0.5
3458,0.5
2083,0.5
54,0.5
4133,0.5
3084,0.5
4297,0.5
607,0.5
1719,0.5
4131,0.5
4018,0.5
1686,0.5
612,0.5
206,0.5
2767,0.5
387,0.5
285,0.5
1752,0.5
2999,0.5
3163,0.5
1419,0.5
1409,0.5
38,0.5
3466,0.5
1140,0.5
205,0.5
2361,0.5
2803,0.5
3173,0.5
4443,0.5
3532,0.5
3363,0.5
4393,0.5
3235,0.5
3337,0.5
4000,0.5
3544,0.5
3933,0.5
1096,0.5
3546,0.5
487,0.5
579,0.5
2879,0.5
4248,0.5
0,0.5
4355,0.5
10,0.5
3125,0.5
3249,0.5
3552,0.5
2666,0.5
703,0.5
2115,0.5
4037,0.5
3850,0.5
4392,0.5
2258,0.5
222,0.5
4835,0.5
1232,0.5
268,0.5
806,0.5
1472,0.5
4329,0.5
113,0.5
4058,0.5
2244,0.5
2325,0.5
2003,0.5
4716,0.5
3516,0.5
4732,0.5
4476,0.5
4671,0.5
1473,0.5
1240,0.5
2226,0.5
4948,0.5
3145,0.5
317,0.5
4357,0.5
3123,0.5
2718,0.5
4628,0.5
221,0.5
1621,0.5
307,0.5
3120,0.5
4823,0.5
3843,0.5
1182,0.5
3256,0.5
3985,0.5
4334,0.5
4092,0.5
856,0.5
4936,0.5
2041,0.5
629,0.5
3562,0.5
2451,0.5
4624,0.5
2143,0.5
4750,0.5
1891,0.5
501,0.5
4812,0.5
1104,0.5
4921,0.5
165,0.5
1856,0.5
4923,0.5
3415,0.5
4176,0.5
4129,0.5
3187,0.5
3776,0.5
3655,0.5
1635,0.5
831,0.5
1702,0.5
3395,0.5
1225,0.5
1466,0.5
962,0.5
2520,0.5
1416,0.5
3550,0.5
3917,0.5
981,0.5
4875,0.5
1828,0.5
980,0.5
2723,0.5
3609,0.5
2177,0.5
2249,0.5
1819,0.5
4499,0.5
1432,0.5
1253,0.5
3461,0.5
4954,0.5
2499,0.5
142,0.5
475,0.5
2215,0.5
1801,0.5
2982,0.5
3922,0.5
1047,0.5
3740,0.5
2714,0.5
3400,0.5
1072,0.5
1881,0.5
2432,0.5
1675,0.5
712,0.5
3253,0.5
1594,0.5
3075,0.5
4282,0.5
4619,0.5
3030,0.5
1005,0.5
685,0.5
1733,0.5
4278,0.5
2260,0.5
1154,0.5
4664,0.5
3646,0.5
1817,0.5
2088,0.5
694,0.5
4509,0.5
849,0.5
3615,0.5
2984,0.5
3460,0.5
2716,0.5
4615,0.5
3935,0.5
1765,0.5
4306,0.5
318,0.5
1794,0.5
1918,0.5
3094,0.5
1775,0.5
3939,0.5
3477,0.5
2805,0.5
3282,0.5
801,0.5
4586,0.5
2778,0.5
3592,0.5
2281,0.5
623,0.5
3819,0.5
2707,0.5
2918,0.5
298,0.5
2792,0.5
1548,0.5
3089,0.5
1001,0.5
2660,0.5
1964,0.5
3418,0.5
604,0.5
4700,0.5
3053,0.5
2155,0.5
4121,0.5
233,0.5
2134,0.5
923,0.5
2658,0.5
4342,0.5
1351,0.5
2255,0.5
2646,0.5
4694,0.5
2358,0.5
189,0.5
4227,0.5
2035,0.5
3551,0.5
2488,0.5
764,0.5
737,0.5
4339,0.5
4730,0.5
3467,0.5
2291,0.5
2440,0.5
1793,0.5
2341,0.5
4295,0.5
832,0.5
919,0.5
19,0.5
13,0.5
4753,0.5
4779,0.5
1138,0.5
4874,0.5
894,0.5
2316,0.5
2399,0.5
1911,0.5
4432,0.5
2160,0.5
2315,0.5
1177,0.5
3960,0.5
672,0.5
3810,0.5
2270,0.5
1410,0.5
3028,0.5
2898,0.5
1510,0.5
4625,0.5
225,0.5
1566,0.5
3654,0.5
2482,0.5
3280,0.5
3751,0.5
2671,0.5
741,0.5
332,0.5
866,0.5
2662,0.5
1905,0.5
3082,0.5
534,0.5
26,0.5
1611,0.5
101,0.5
1908,0.5
3039,0.5
1413,0.5
4614,0.5
136,0.5
821,0.5
1393,0.5
179,0.5
3832,0.5
250,0.5
2678,0.5
11,0.5
3576,0.5
702,0.5
4729,0.5
1655,0.5
2416,0.5
1774,0.5
1487,0.5
4358,0.5
499,0.5
2731,0.5
2388,0.5
3726,0.5
1537,0.5
1533,0.5
4440,0.5
3011,0.5
999,0.5
2754,0.5
4020,0.5
3855,0.5
2866,0.5
4857,0.5
4245,0.5
4143,0.5
1810,0.5
1170,0.5
2107,0.5
1829,0.5
3198,0.5
1888,0.5
1364,0.5
4892,0.5
2928,0.5
2920,0.5
1266,0.5
965,0.5
4472,0.5
4631,0.5
4348,0.5
2019,0.5
804,0.5
3623,0.5
162,0.5
2467,0.5
1772,0.5
374,0.5
1378,0.5
466,0.5
4932,0.5
4937,0.5
25,0.5
138,0.5
1637,0.5
3990,0.5
971,0.5
1816,0.5
4081,0.5
385,0.5
3533,0.5
4885,0.5
2850,0.5
2538,0.5
1039,0.5
900,0.5
300,0.5
4048,0.5
4309,0.5
1139,0.5
1993,0.5
842,0.5
4859,0.5
2353,0.5
3341,0.5
912,0.5
4014,0.5
4134,0.5
3296,0.5
2029,0.5
477,0.5
4780,0.5
1956,0.5
4077,0.5
1830,0.5
2601,0.5
338,0.5
278,0.5
2905,0.5
3312,0.5
1633,0.5
4122,0.5
3328,0.5
4831,0.5
1923,0.5
3262,0.5
1434,0.5
2349,0.5
2925,0.5
4854,0.5
964,0.5
2359,0.5
1280,0.5
3077,0.5
739,0.5
4687,0.5
1985,0.5
3613,0.5
4337,0.5
2968,0.5
2548,0.5
4029,0.5
3320,0.5
4328,0.5
572,0.5
2708,0.5
376,0.5
957,0.5
1443,0.5
1275,0.5
491,0.5
589,0.5
3685,0.5
543,0.5
4785,0.5
2077,0.5
1928,0.5
2139,0.5
3406,0.5
2381,0.5
1267,0.5
567,0.5
281,0.5
1605,0.5
3607,0.5
2868,0.5
4395,0.5
2447,0.5
1667,0.5
3731,0.5
615,0.5
3559,0.5
2822,0.5
3762,0.5
2709,0.5
2786,0.5
4842,0.5
4568,0.5
3169,0.5
2190,0.5
2371,0.5
4547,0.5
4856,0.5
293,0.5
547,0.5
943,0.5
890,0.5
3227,0.5
3090,0.5
2314,0.5
2481,0.5
4002,0.5
3215,0.5
4243,0.5
1960,0.5
924,0.5
1535,0.5
564,0.5
454,0.5
3126,0.5
2108,0.5
3348,0.5
3975,0.5
581,0.5
380,0.5
4849,0.5
3487,0.5
4425,0.5
4543,0.5
3569,0.5
3436,0.5
681,0.5
3682,0.5
2311,0.5
4013,0.5
687,0.5
2366,0.5
2508,0.5
1068,0.5
1243,0.5
7,0.5
4589,0.5
982,0.5
1346,0.5
854,0.5
292,0.5
2956,0.5
3160,0.5
1538,0.5
2517,0.5
4162,0.5
2069,0.5
834,0.5
4304,0.5
4911,0.5
2672,0.5
3453,0.5
2746,0.5
2740,0.5
1967,0.5
152,0.5
1171,0.5
1531,0.5
3275,0.5
4370,0.5
4603,0.5
1399,0.5
2120,0.5
3511,0.5
2832,0.5
2180,0.5
27,0.5
17,0.5
1989,0.5
2862,0.5
427,0.5
1264,0.5
2890,0.5
857,0.5
2703,0.5
4597,0.5
1102,0.5
4073,0.5
2109,0.5
2420,0.5
749,0.5
4385,0.5
4206,0.5
4208,0.5
2471,0.5
2233,0.5
791,0.5
316,0.5
3766,0.5
3041,0.5
852,0.5
4803,0.5
2136,0.5
1912,0.5
3452,0.5
1081,0.5
4529,0.5
3079,0.5
3931,0.5
2575,0.5
1811,0.5
2585,0.5
3589,0.5
2417,0.5
96,0.5
2433,0.5
1059,0.5
2112,0.5
4340,0.5
2514,0.5
3389,0.5
3019,0.5
2276,0.5
2263,0.5
4266,0.5
3823,0.5
1861,0.5
3264,0.5
1688,0.5
2489,0.5
1519,0.5
3705,0.5
3697,0.5
1125,0.5
1204,0.5
1863,0.5
2771,0.5
3036,0.5
3786,0.5
1638,0.5
1028,0.5
4130,0.5
4488,0.5
2427,0.5
872,0.5
1845,0.5
486,0.5
213,0.5
4920,0.5
3684,0.5
4672,0.5
2478,0.5
2406,0.5
2028,0.5
3412,0.5
757,0.5
1467,0.5
470,0.5
3304,0.5
2058,0.5
3149,0.5
2248,0.5
1942,0.5
1697,0.5
3261,0.5
1944,0.5
1142,0.5
3730,0.5
4902,0.5
3896,0.5
2347,0.5
4675,0.5
692,0.5
3074,0.5
164,0.5
3417,0.5
2694,0.5
3080,0.5
4136,0.5
2086,0.5
1013,0.5
3555,0.5
1336,0.5
4444,0.5
86,0.5
2896,0.5
1306,0.5
922,0.5
1598,0.5
4738,0.5
2385,0.5
706,0.5
756,0.5
4437,0.5
3059,0.5
2189,0.5
1470,0.5
4621,0.5
263,0.5
2979,0.5
1029,0.5
3110,0.5
2118,0.5
1147,0.5
279,0.5
237,0.5
3270,0.5
2496,0.5
4858,0.5
2076,0.5
713,0.5
2706,0.5
540,0.5
2911,0.5
4910,0.5
625,0.5
1026,0.5
214,0.5
2256,0.5
683,0.5
4308,0.5
4855,0.5
3302,0.5
4666,0.5
4312,0.5
535,0.5
1992,0.5
327,0.5
2265,0.5
4084,0.5
2648,0.5
4126,0.5
308,0.5
2072,0.5
1208,0.5
1165,0.5
1748,0.5
3274,0.5
4498,0.5
2952,0.5
211,0.5
2082,0.5
2960,0.5
3049,0.5
990,0.5
812,0.5
1460,0.5
525,0.5
4486,0.5
4769,0.5
2294,0.5
1442,0.5
1006,0.5
3971,0.5
2219,0.5
2203,0.5
2373,0.5
4826,0.5
4683,0.5
3709,0.5
207,0.5
3846,0.5
1278,0.5
2490,0.5
3204,0.5
3811,0.5
1461,0.5
4794,0.5
1257,0.5
1272,0.5
1449,0.5
1214,0.5
4916,0.5
1209,0.5
3027,0.5
3301,0.5
1564,0.5
4786,0.5
4397,0.5
4097,0.5
2995,0.5
2048,0.5
2582,0.5
2306,0.5
1738,0.5
4601,0.5
4190,0.5
176,0.5
639,0.5
4285,0.5
3364,0.5
1337,0.5
1906,0.5
1788,0.5
3471,0.5
1178,0.5
4362,0.5
2262,0.5
2159,0.5
945,0.5
4255,0.5
2739,0.5
4667,0.5
3664,0.5
4526,0.5
4929,0.5
3626,0.5
1640,0.5
4124,0.5
4269,0.5
1583,0.5
1812,0.5
4137,0.5
707,0.5
3784,0.5
1406,0.5
79,0.5
1401,0.5
2161,0.5
653,0.5
3847,0.5
916,0.5
2404,0.5
3905,0.5
3423,0.5
1698,0.5
4740,0.5
373,0.5
2437,0.5
1613,0.5
471,0.5
732,0.5
3470,0.5
4944,0.5
4035,0.5
2608,0.5
545,0.5
1459,0.5
1685,0.5
1515,0.5
2272,0.5
1624,0.5
3186,0.5
3535,0.5
2547,0.5
2639,0.5
3159,0.5
4532,0.5
1076,0.5
4503,0.5
4848,0.5
97,0.5
1593,0.5
